,heading,content,extract_tag,len_cut_heading,len_cut_content,labels
245,中華人民共和國國務院新聞辦公室,精準施策，打贏藍天保衛戰 · 經過三年努力，將大幅減少主要大氣汙染物排放總量 【閱讀】 · News · Xi meets executives of famous multinational companies.,中華 國國務院 新聞辦 公室 共和 人民 物排放 精準 施策 打贏 衛戰 經過 減少 大氣 汙染 總量 閱讀 News Xi meets executives famous multinational companies 天保 努力 三年 大幅 主要,6.0,23.0,0
246,財華智庫網, 全國股轉公司集中迴應新三闆公司摘牌五大熱點問題2018-07-11; 中證監：警惕互聯網“非法薦股”風險，遠離“非法薦股”活動2018-07-11; 深交所：深市上市公司積極,財華智 庫網 2018 07 11 非法 全國 股轉 熱點 問題 中證監 互聯網 風險 遠離 活動 積極 摘牌 深市 警惕 五大 公司 深交所 上市公司 集中,2.0,22.0,0
247,逃生通道_凱裏隧道應急逃生通道-新品快播網, - 加強洞內通風，減少洞內的噪音汙染。  針對公路隧道施工坍塌事故多發的情況，首次采用該管道對公路隧道施工應急救援通道進行瞭設計研究。  6、逃生管道內壁光滑，事故發生時，逃生速度快，不易造成二次擦傷。  中國交通建設股份有限公司----深圳軌道交通八號綫一期工程8132標一工區隧道逃生管項目.,逃生 通道 應急 快播網 新品 隧道 逃生 隧道 管道 施工 事故 公路 加強 通風 減少 汙染 針對 多發 情況 應急 進行 瞭設計 內壁 發生 擦傷 中國 建設 ---- 軌道 8132 標一 工區 管項 交通 坍塌 噪音 光滑 救援 一期 二次 不易 通道 深圳 工程 首次 速度 有限公司 采用 造成 股份 研究,6.0,45.0,0
248,豐寜抽水蓄能電站引水係統4號上斜井5號竪井貫通 - 中國電建,recent -  質量教育培訓和技術交底，嚴格執行培訓考核閤格後持證上崗，嚴格按照施工工藝，規範化、標準化科學組織施工，杜絕瞭安全質量事故的發生。,蓄能 電站 號上 中國 電建 斜井 抽水 引水 質量 培訓 嚴格 施工 recent 技術 執行 格後持 證上崗 工藝 規範化 標準 化科學 組織 杜絕 發生 交底 考核 事故 教育 安全 按照,8.0,22.0,21
249,2020年所有應該檢查的項目均已檢查。施工管理展現“中國高鐵將達3萬 ,1 - 省政府企業投訴中心和亞布力管委市場銷售火爆的3款十萬朝鮮領導會等單位幫助陽光度假村協調解決瞭在投資運營過程中遇真錢骰寶到的産權證照,檢查 2020 應該 項目 展現 中國 高鐵將 施工 所有 管理 企業 投訴 亞布力 市場 銷售 款十萬朝鮮 領導會 單位 幫助陽光 協調 解決 投資 運營 過程 中遇 真錢 骰寶到 權證照 管委 度假村 省政府 火爆 中心,10.0,23.0,0
250,周曉輝：廉署搜查中交建或涉梁振英醜聞｜大紀元時報香港｜獨立敢言的 ,2017年 - 據大陸財新網報道，中國交通建設（以下稱中交建）晚發佈  廉署搜查中交建，目標明確，依推測，應與廉署調查特首梁振英涉嫌收受「,周曉輝 廉署 中交建 或涉 梁振英 醜聞 大紀元 時報 獨立 敢言 搜查 香港 廉署 特首 2017 據大陸 財新網 報道 中國 建設 稱中 交建 晚發 中交建 目標 明確 依推測 調查 梁振英 收受 搜查 涉嫌 交通 以下,12.0,22.0,15
251,ICAC搜查國企中交建涉財務總監公司事隔五天纔公佈| 立場報道| 立場新聞,2017年 - 在香港上市的大陸國企中國交通建設（中交建）昨日（）發齣公佈，於2017年，廉政公署人員進入該公司位於香港灣仔會展辦公大樓的,立場 ICAC 國企中 交建涉 財務 總監 報道 新聞 事隔 搜查 五天 公司 2017 廉政公署 大陸國 企中國 建設 中交建 人員 進入 灣仔會展 辦公大樓 香港 交通 昨日 上市 公司,12.0,15.0,15
252,廉署查中交建與執董傅俊元有關-- 星島日報,2017年 - 國內基建鐵路龍頭股，市值高達478億元的中交建公布，遭廉政公署持搜查令到  中交建錶示，於，廉政公署人員進入該公司位於香港灣仔港灣道一號  廉署昨日拘捕港島總區刑事總部警司吳偉漢等閤共12人，涉嫌收受數以十,廉署 查中 交建 執董 傅俊元 有關 -- 星島 日報 廉政公署 中交建 警司 2017 國內 鐵路 龍頭 高達 478 億元 令到 人員 進入 灣仔港灣 一號 廉署 港島 總區 總部 吳偉漢 12 數以 拘捕 收受 搜查 刑事 基建 涉嫌 市值 香港 公布 昨日 公司,9.0,33.0,15
253,廉署搜查中交建香港辦公室涉財務總監_政經頻道_財新網,2017年 - 廉政公署廉署中交建公告稱，廉政公署的搜查及調查與執行董事兼財務  強 印尼民眾公開接受鞭刑女子難忍疼痛錶情痛苦 日本罕見暴雨已緻逾80人,廉署 中交建 涉財務 總監 政經 頻道 財新網 公室 搜查 香港 廉政公署 2017 廉署 中交建 調查 執行 財務 民眾 公開 難忍 罕見 80 鞭刑 搜查 印尼 暴雨 疼痛 董事 女子 痛苦 公告 接受 日本,10.0,23.0,15
254,加拿大國傢安全為由阻中交建購建築公司- 20180525 - 報章內容財經 ,2018年 - 【明報專訊】再有政府以國傢安全為由，阻止中資企業進行收購。加拿大政府稱，將阻止中國交通建設（1800）的子公司中交國際（香港）控股有限公司，,阻中 交建購 建築 20180525 報章 內容 財經 加拿大 安全 公司 阻止 2018 明報 專訊 以國 中資 企業 進行 收購 中國 建設 1800 中交國際 加拿大政府 再有 子公司 控股 交通 香港 安全 有限公司 政府,10.0,22.0,13
255,中交建- 信報網站hkej.com,焦點股份中交建(01800)：股價今早創逾一年低，收市跌2.7%，成交額1.85億元。集團指齣，馬.  納吉涉貪被捕今即提堂先查挪用韆萬美元或控至少10宗罪. 馬來西亞,中交建 信報 網站 hkej com 先查 焦點 中交建 01800 股價今 早創 2.7% 1.85 億元 集團 納吉涉 今即 提堂 或控 10 宗罪 西亞 挪用 收市 被捕 成交 至少 一年 美元 股份,5.0,25.0,0
256,加拿大政府阻止收購建築公司Aecon 中交建：未收到文件｜香港01｜財經 ,2018年 - 再有政府叫停中國海外收購項目。有加拿大政府官員錶示，政府已經阻止中交建（1800）子公司收購加拿大建築公司Aecon Group。中交建則迴應稱未,收購 建築 Aecon 中交建 01 財經 加拿大政府 阻止 收到 文件 香港 公司 收購 2018 中國 項目 官員 已經 中交建 1800 建築 Aecon Group 中交建則 應稱 加拿大政府 政府 叫停 再有 阻止 加拿大 子公司 海外 公司,12.0,22.0,13
257,陳錦興：中交建估值偏低可關注｜即時新聞｜財經｜on.cc東網,2017年 - 英皇證券研究部聯席董事陳錦興在東方產經「股市錦囊」專欄錶示，市場瀰漫著一片炒業績氣氛，內銀、內險、內房、內需以至科網股都輪流在業績前後,錦興 中交建 可關 即時 新聞 財經 cc 東網 偏低 估值 2017 證券 聯席 錦興 東方產經 錦囊 專欄 市場 漫著 炒業績 氣氛 內銀 內險 內房 內需 科網 輪流 業績 英皇 研究部 以至 董事 一片 股市,10.0,24.0,0
258,大馬暫停東海岸鐵路工程中交建遺憾盼談判解決,2018年 - 中國「一帶一路」投資項目再遇挫摺，大陸國企「中交建」在馬來西亞承建的「東海岸鐵路」項目，  現時納吉布因涉及「一馬基金」的貪汙醜聞而被控。,大馬暫 停東 鐵路 中交建 遺憾 談判 解決 海岸 工程 項目 遇挫 2018 中國 一帶 投資 大陸國企 中交建 西亞 鐵路 現時 納吉布 一馬 醜聞 被控 承建 海岸 一路 涉及 基金,9.0,20.0,0
259,中交建擬購加國建築公司渥太華指涉國傢安全拒批｜852郵報,2018年 - Aecon原本有意競投美國加拿大跨境大橋建築工程，但和中交建的交易傳齣後，引起各界安全問題。由於中標的公司將會獲得大橋未來30年經營權，,指涉 中交建擬 購加國 建築 渥太華 拒批 852 郵報 安全 公司 大橋 2018 Aecon 競投美國 建築 中交建 問題 中標 將會 獲得 未來 30 經營權 各界 跨境 有意 加拿大 原本 工程 安全 引起 交易 公司,10.0,23.0,13
260,【業績解畫】中交建：公司或受惠中美貿易戰| 即時新聞| 財經| 20180410,2018年 - 中交建（1800）執行董事兼財務總監傅俊元錶示，中美貿易戰現時未正式開始，但假若發生的話，或對公司有正麵影響。傅俊元解釋，因為齣口為中國,業績 解畫 中交建 中美貿易戰 即時 新聞 財經 20180410 受惠 公司 傅俊元 2018 中交建 1800 執行 財務 總監 中美貿易 戰現 開始 發生 影響 解釋 因為 中國 假若 董事 正式 公司,10.0,19.0,0
261,馬國重新審視與華閤作鐵路項目中交建董事長稱「不擔心」｜852郵報,2018年 - 馬來西亞首相馬哈蒂爾上任後，即宣布重新審視與中國閤作的東海岸鐵路工程，批評前朝沒有考慮到馬國的財政狀況便批準項目。原本有,馬國 審視 作鐵路 項目 中交建 擔心 852 郵報 董事 重新 哈蒂 2018 西亞 審視 中國 鐵路 批評 沒有 考慮 到馬國 財政狀況 批準 項目 前朝 上任 首相 海岸 原本 工程 宣布 重新,10.0,21.0,0
262,理性看待中交建列“黑名單” - e南洋商報Nanyang Siang Pau | 馬來西亞 ,2016年 - 王誌樂的言論主要指齣有12傢國企因涉嫌欺詐和賄賂，上瞭世界銀行的“黑  但中交建被列入“黑名單”的時間，更是早在2009年，而其“黑,中交建列 黑名 商報 Nanyang Siang Pau 西亞 南洋 看待 理性 2016 王誌 言論 12 國企 欺詐 賄賂 銀行 中交建 黑名 時間 2009 因涉嫌 列入 更是 世界 主要,10.0,17.0,0
263,中交建稱“賄賂門”責在代理方--跨國公司--人民網,2009年 - 1月中旬，中交建旗下中國港灣建設集團涉嫌為取得孟加拉吉大港口閤同，以176萬美元賄賂孟加拉前總理兒子Koko。中交建當即在港發布公告錶示，,-- 中交建稱 賄賂門 責在 跨國 代理 人民 公司 孟加拉 2009 中交建 中國 港灣 建設 集團 176 賄賂 總理 兒子 Koko 中交建當 發布 吉大港 涉嫌 中旬 旗下 公告 取得 美元,8.0,21.0,0
264,180330-2017年度社會責任報告 - 中國交建,2018年 - 中交建融租賃有限公司. 中交資産管理有限公司 . 為進一步加強海外風險防控能力，中國交建緊盯重點領域，深入開展“一帶一路”建設腐敗. 風險國彆,180330 2017 社會責任 報告 中國 交建 年度 2018 中交建融 租賃 中交資 為進 加強 風險 中國 交建緊 重點 領域 開展 一帶 建設 腐敗 風險國 有限公司 防控 一路 深入 一步 海外 能力 管理,7.0,24.0,0
265,881903.com 商業電颱- 大馬政府要求中交建大幅下調東海岸鐵路造價,2018年 - 馬來西亞政府錶示，與中交建閤作興建的東海岸鐵路，造價計及土地收購、利息及其他費用後，大幅  億美元，較納吉布前政府估算的增加近五成，要求中交建大幅下調成本，否則當局難以承擔。  納吉布被捕明日提訴或被控濫用職權.,881903 com 商業電 大馬 中交建 調東 鐵路 造價 海岸 大幅 要求 政府 中交建 2018 西亞 作興建 鐵路 造價 計及 收購 他費用 較納吉布 下調 否則 當局 以承擔 納吉布 提訴 濫用 職權 大幅 被控 五成 政府 估算 被捕 海岸 利息 明日 成本 土地 及其 美元 要求 增加,12.0,33.0,0
266,中交建(01800-HK)馬來西亞東海岸鐵路工程暫停施工 - 財華社,recent - 中國交通建設(01800-HK)公布，收到業主馬來西亞鐵路銜接公司來函，要求馬來西亞東海岸鐵路工程設計施工總承包(一期)項目立即暫停施工，暫停,中交建 01800 HK 西亞東 鐵路 暫停 財華社 施工 海岸 工程 暫停 施工 recent 中國 建設 01800 HK 業主馬來 西亞鐵路 銜接 西亞東 鐵路 設計 項目 承包 一期 海岸 收到 交通 立即 工程 公布 要求 公司,10.0,24.0,0
267,加拿大政府：國傢安全考量否決中交建15億加元收購Aecon集團計劃,2018年 - 中交建是世界上最大的工程基礎建設企業之一，而計劃中收購的Aecon  此前，世界銀行曾因為該公司在菲律賓工程項目競標中發生腐敗醜聞，而把,否決 中交建 15 收購 Aecon 集團 計劃 加拿大政府 加元 考量 安全 2018 中交建 基礎 建設 企業 計劃 收購 Aecon 銀行 因為 菲律賓 項目 競標 發生 腐敗 醜聞 工程 世界 此前 之一 最大 公司,11.0,22.0,13
268,【佔旺案庭內拍攝】中鐵建：女事主從來不是員工(21:04) - 20180524 - 港 ,2018年 - 周三（23日）佔旺藐視案審訊，一名唐姓內地女子涉嫌在庭上以手機拍攝，  金融學碩士，曾任仲量聯行（JLL），中交建（CCCC），中鐵建（CRCC）等。,佔旺 案庭內 中鐵建 女事主 從來 員工 21 04 20180524 不是 2018 23 佔旺 藐視案 審訊 唐姓 以手機 學碩士 任仲量 聯行 JLL 中交建 CCCC 中鐵建 CRCC 庭上 涉嫌 周三 女子 一名 金融,10.0,21.0,0
269,中交建：斯裏蘭卡港口城已復工- 香港文匯報,2017年 - 中交建：斯裏蘭卡港口城已復工.  須上級批準謝陽認顛覆國傢罪當庭否認「酷刑」法律界人士對本案意見渝原處長被控貪2.6億成「小官首腐」湘礦難18,中交建 蘭卡 城已 文匯報 港口 香港 2017 中交建 蘭卡 城已 須上級 批準 謝陽 認顛 覆國 當庭 否認 意見 原處長 2.6 億成 首腐 湘礦 18 法律界 被控 小官 本案 酷刑 港口 人士,6.0,25.0,0
270,商務部行政處罰決定書（商法函[2017]410號） - 反壟斷局,2017年 - 中交一航院的最終控製人是中國交通建設股份有限公司（簡稱中交建）。  處罰決定書之日起6個月內，嚮北京市第二中級人民法院提起行政訴訟。,商務部 處罰 決定 2017 410 反壟斷 商法 行政 2017 中交一 航院 最終 建設 簡稱 中交建 處罰 決定 中級 訴訟 人民法院 之日起 北京市 提起 行政 交通 第二 有限公司 股份,8.0,20.0,0
271,交銀：降中交建目標價至9.8元評級買入|中交建_新浪財經_新浪網,recent - 交銀國際將中交建（01800）目標價由10.24元下調4.3%至9.8元，評級重申“買入”。  鑒於監管環境收緊，中交建對2018年的公私營 PPP 投資目標1500億元  大範圍與地方官員接觸，愚弄主政官員，忽悠、欺詐、並涉嫌不正當接待和以,新浪 交銀 降中 交建目 標價 9.8 評級 買入 中交建 財經 中交建 recent 交銀國際將 01800 目標價 10.24 元下調 4.3% 9.8 評級 買入 監管 環境 收緊 2018 PPP 投資 目標 1500 億元 大範圍 接觸 官員 欺詐 主政 愚弄 公私 不正 忽悠 地方官 重申 涉嫌 接待,10.0,33.0,0
